Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_int,pass_rating,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_tdxpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,punt,punt_yds,punt_yds_per_punt,Year
Johnathan Abram,S,Mississippi State,1,27,https://www.sports-reference.com/cfb/players/johnathan-abram-1.html,71,205,4.45,,,116.0,,,SEC,33,3,96,74,170,14.0,5.0,2,9,0,10,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Paul Adams,OT,Missouri,0,0,https://www.sports-reference.com/cfb/players/paul-adams-3.html,78,317,5.18,16.0,27.0,103.0,7.68,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Azeez Al-Shaair,LB,Florida Atlantic,0,0,https://www.sports-reference.com/cfb/players/azeez-al-shaair-1.html,73,234,,16.0,,,,,CUSA,43,4,201,194,395,31.0,7.5,1,30,1,6,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Otaro Alaka,LB,Texas A&M,0,0,https://www.sports-reference.com/cfb/players/otaro-alaka-1.html,75,239,4.82,20.0,36.0,131.0,,,SEC,47,5,117,143,260,36.5,10.5,1,0,0,5,0,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Dakota Allen,LB,Texas Tech,7,251,https://www.sports-reference.com/cfb/players/dakota-allen-1.html,73,232,4.77,23.0,31.5,116.0,6.88,4.04,Big 12,34,3,134,115,249,17.5,2.0,4,40,0,7,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Josh Allen,EDGE,Kentucky,1,7,https://www.sports-reference.com/cfb/players/josh-allen-6.html,77,262,4.63,28.0,,118.0,7.15,4.23,SEC,42,4,121,99,220,42.0,31.5,1,14,0,8,2,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Zach Allen,DL,Boston Col.,3,65,https://www.sports-reference.com/cfb/players/zach-allen-5.html,76,281,5.0,24.0,32.0,112.0,7.34,4.36,ACC,37,4,93,106,199,40.5,16.5,2,6,0,14,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Bryson Allen-Williams,LB,South Carolina,0,0,https://www.sports-reference.com/cfb/players/bryson-allen-williams-1.html,73,236,4.88,14.0,,,7.4,,SEC,43,5,107,69,176,25.0,6.5,4,0,0,2,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Jeff Allison,LB,Fresno State,0,0,https://www.sports-reference.com/cfb/players/jeffrey-allison-1.html,71,228,4.82,12.0,31.0,115.0,7.2,4.45,MWC,34,3,152,115,267,11.0,2.5,2,27,0,4,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Ugo Amadi,S,Oregon,4,132,https://www.sports-reference.com/cfb/players/ugo-amadi-1.html,69,199,4.51,18.0,32.5,115.0,7.21,4.19,Pac-12,48,4,125,40,165,8.5,3.0,9,122,2,25,2,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Rodney Anderson,RB,Oklahoma,6,211,https://www.sports-reference.com/cfb/players/rodney-anderson-1.html,72,224,,25.0,,,,,Big 12,17,3,,,,,,,,,,,,,,,,,,,,,17,281,16.5,5,200,1285,6.4,16,217,1566,7.2,21,,,,,,,,,,,,,,,,,,2019
J.J. Arcega-Whiteside,WR,Stanford,2,57,https://www.sports-reference.com/cfb/players/jj-arcega-whiteside-1.html,74,225,,,,,,,Pac-12,33,3,,,,,,,,,,,,,,,,,,,,,135,2219,16.4,28,0,0,,0,135,2219,16.4,28,,,,,,,,,,,,,,,,,,2019
Ryquell Armstead,RB,Temple,5,140,https://www.sports-reference.com/cfb/players/ryquell-armstead-1.html,71,220,4.45,22.0,30.0,114.0,7.02,4.29,American,46,4,,,,,,,,,,,,,,,,,,,,,29,175,6.0,0,573,2812,4.9,34,602,2987,5.0,34,,,,,,,,,,,,,,,,,,2019
Blessuan Austin,CB,Rutgers,6,196,https://www.sports-reference.com/cfb/players/blessuan-austin-1.html,73,198,,15.0,,,,,Big Ten,25,4,67,22,89,5.0,2.0,4,42,1,18,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Jake Bailey,P,Stanford,5,163,https://www.sports-reference.com/cfb/players/jake-bailey-1.html,73,200,4.72,,33.0,117.0,,,Pac-12,47,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,185,8105,43.8,2019
Zack Bailey,OL,South Carolina,0,0,https://www.sports-reference.com/cfb/players/zack-bailey-1.html,77,299,,24.0,28.0,103.0,,,SEC,1,1,1,0,1,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Derrick Baity,CB,Kentucky,0,0,https://www.sports-reference.com/cfb/players/derrick-baity-1.html,74,197,,10.0,38.5,127.0,7.06,4.31,SEC,47,4,112,36,148,6.0,0.0,6,75,0,25,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Deandre Baker,CB,Georgia,1,30,https://www.sports-reference.com/cfb/players/deandre-baker-1.html,71,193,4.52,14.0,,118.0,,,SEC,35,4,83,33,116,4.0,1.0,7,145,0,23,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Ben Banogu,EDGE,TCU,2,49,https://www.sports-reference.com/cfb/players/ben-banogu-1.html,75,250,4.62,23.0,40.0,134.0,7.02,4.27,Sun Belt,40,3,75,37,112,34.5,17.0,0,0,0,1,2,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Alex Barnes,RB,Kansas State,0,0,https://www.sports-reference.com/cfb/players/alex-barnes-1.html,72,226,4.59,34.0,38.5,126.0,6.95,4.1,Big 12,35,3,,,,,,,,,,,,,,,,,,,,,25,223,8.9,0,458,2616,5.7,25,483,2839,5.9,25,,,,,,,,,,,,,,,,,,2019
Alex Bars,OL,Notre Dame,0,0,https://www.sports-reference.com/cfb/players/alex-bars-1.html,78,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Cody Barton,LB,Utah,3,88,https://www.sports-reference.com/cfb/players/cody-barton-1.html,74,237,4.64,30.0,32.5,116.0,6.9,4.03,Pac-12,39,4,132,103,235,24.5,9.0,1,7,0,10,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Jackson Barton,OT,Utah,7,240,https://www.sports-reference.com/cfb/players/jackson-barton-1.html,79,310,5.18,25.0,27.0,109.0,7.85,4.66,Pac-12,2,1,2,0,2,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Ryan Bates,OL,Penn State,0,0,https://www.sports-reference.com/cfb/players/ryan-bates-1.html,76,306,5.09,28.0,27.0,102.0,7.45,4.53,Big Ten,1,1,1,0,1,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
John Battle,S,LSU,0,0,https://www.sports-reference.com/cfb/players/john-battle-1.html,72,201,4.67,,29.5,120.0,7.09,4.33,SEC,38,4,71,72,143,4.5,1.5,5,48,0,11,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Terry Beckner,DL,Missouri,7,215,https://www.sports-reference.com/cfb/players/terry-beckner-jr-1.html,76,296,5.19,28.0,24.5,98.0,7.97,4.82,SEC,42,4,73,47,120,32.0,13.5,1,49,0,4,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Mike Bell,S,Fresno State,0,0,https://www.sports-reference.com/cfb/players/mike-bell-11.html,75,210,4.83,10.0,30.0,118.0,7.1,4.46,MWC,37,3,121,78,199,9.0,0.5,4,19,0,12,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Beau Benzschawel,OL,Wisconsin,0,0,https://www.sports-reference.com/cfb/players/beau-benzschawel-1.html,78,309,5.24,20.0,,,,,Big Ten,2,2,1,1,2,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Marquise Blair,S,Utah,2,47,https://www.sports-reference.com/cfb/players/marquise-blair-1.html,73,195,4.48,,35.0,125.0,,,Pac-12,22,2,79,27,106,5.0,0.0,2,5,0,4,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Kendall Blanton,TE,Missouri,0,0,https://www.sports-reference.com/cfb/players/kendall-blanton-1.html,78,262,4.95,22.0,31.0,113.0,7.37,4.42,SEC,22,3,,,,,,,,,,,,,,,,,,,,,44,476,10.8,6,0,0,,0,44,476,10.8,6,,,,,,,,,,,,,,,,,,2019
Nick Bosa,DL,Ohio State,1,2,https://www.sports-reference.com/cfb/players/nick-bosa-1.html,76,266,4.79,29.0,33.5,116.0,7.1,4.14,Big Ten,29,3,47,30,77,29.0,17.5,0,0,0,2,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Kris Boyd,CB,Texas,7,217,https://www.sports-reference.com/cfb/players/kris-boyd-1.html,71,201,4.45,19.0,36.5,127.0,6.94,4.08,Big 12,45,4,127,45,172,6.5,1.0,4,70,0,35,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Miles Boykin,WR,Notre Dame,3,93,https://www.sports-reference.com/cfb/players/miles-boykin-1.html,76,220,4.42,12.0,43.5,140.0,6.77,4.07,Ind,26,3,,,,,,,,,,,,,,,,,,,,,77,1206,15.7,11,0,0,,0,77,1206,15.7,11,,,,,,,,,,,,,,,,,,2019
Garrett Bradbury,OL,North Carolina State,1,18,https://www.sports-reference.com/cfb/players/garrett-bradbury-1.html,75,306,4.92,34.0,31.0,104.0,7.41,4.53,ACC,4,3,0,2,2,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Tyre Brady,WR,Marshall,0,0,https://www.sports-reference.com/cfb/players/tyre-brady-1.html,75,211,,12.0,32.0,117.0,,4.25,ACC,28,3,,,,,,,,,,,,,,,,,,,,,133,1944,14.6,17,1,14,14.0,0,134,1958,14.6,17,,,,,,,,,,,,,,,,,,2019
Jordan Brailford,EDGE,Oklahoma State,7,253,https://www.sports-reference.com/cfb/players/jordan-brailford-1.html,75,252,4.65,22.0,37.5,126.0,,,Big 12,35,3,90,45,135,31.5,16.0,1,0,0,1,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Nick Brossette,RB,LSU,0,0,https://www.sports-reference.com/cfb/players/nick-brossette-1.html,71,209,4.72,15.0,35.5,118.0,7.38,4.44,SEC,31,4,,,,,,,,,,,,,,,,,,,,,15,77,5.1,0,286,1345,4.7,14,301,1422,4.7,14,,,,,,,,,,,,,,,,,,2019
A.J. Brown,WR,Mississippi,2,51,https://www.sports-reference.com/cfb/players/aj-brown-3.html,72,226,4.49,19.0,36.5,120.0,,,SEC,34,3,,,,,,,,,,,,,,,,,,,,,189,2984,15.8,19,0,0,,0,189,2984,15.8,19,,,,,,,,,,,,,,,,,,2019
Blace Brown,CB,Troy,0,0,https://www.sports-reference.com/cfb/players/blace-brown-1.html,72,194,4.75,14.0,,126.0,7.33,4.22,Sun Belt,35,3,76,35,111,2.0,0.5,12,181,1,16,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Keenen Brown,TE,Texas State,0,0,https://www.sports-reference.com/cfb/players/keenan-brown-2.html,74,250,4.75,17.0,33.0,117.0,7.27,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Marquise Brown,WR,Oklahoma,1,25,https://www.sports-reference.com/cfb/players/marquise-brown-1.html,69,166,,,,,,,Big 12,25,2,,,,,,,,,,,,,,,,,,,,,132,2413,18.3,17,3,0,0.0,0,135,2413,17.9,17,,,,,,,,,,,,,,,,,,2019
Jake Browning,QB,Washington,0,0,https://www.sports-reference.com/cfb/players/jake-browning-1.html,74,211,4.74,,29.0,112.0,7.19,4.44,Pac-12,53,4,,,,,,,,,,,,,,958,1484,64.6,12296,94,34,150.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Austin Bryant,EDGE,Clemson,4,117,https://www.sports-reference.com/cfb/players/austin-bryant-1.html,76,271,,,,,,,ACC,45,4,69,61,130,37.0,21.0,1,0,0,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Isaiah Buggs,DL,Alabama,6,192,https://www.sports-reference.com/cfb/players/isaiah-buggs-1.html,75,306,5.15,20.0,24.5,96.0,8.01,4.83,SEC,28,2,43,60,103,17.5,11.0,0,0,0,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Sean Bunting,CB,Central Michigan,2,39,https://www.sports-reference.com/cfb/players/sean-bunting-1.html,72,195,4.42,14.0,41.5,126.0,,,MAC,35,3,72,32,104,3.5,0.0,9,35,0,15,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Brian Burns,EDGE,Florida State,1,16,https://www.sports-reference.com/cfb/players/brian-burns-2.html,77,249,4.53,,36.0,129.0,7.01,,ACC,33,3,71,52,123,38.5,23.0,0,0,0,7,2,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Ben Burr-Kirven,LB,Washington,5,142,https://www.sports-reference.com/cfb/players/ben-burr-kirven-1.html,72,230,4.56,21.0,34.5,121.0,6.85,4.09,Pac-12,47,4,190,148,338,11.5,4.0,4,60,0,10,3,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Devin Bush,LB,Michigan,1,10,https://www.sports-reference.com/cfb/players/devin-bush-2.html,71,234,4.43,21.0,40.5,124.0,6.93,4.23,Big Ten,32,3,91,81,172,18.5,10.0,1,0,0,11,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Emmanuel Butler,WR,Northern Arizona,0,0,https://www.sports-reference.com/cfb/players/emmanuel-butler-1.html,75,217,,11.0,36.0,115.0,,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Hakeem Butler,WR,Iowa State,4,103,https://www.sports-reference.com/cfb/players/hakeem-butler-1.html,77,227,4.48,18.0,36.0,128.0,,,Big 12,34,3,,,,,,,,,,,,,,,,,,,,,110,2149,19.5,18,0,0,,0,110,2149,19.5,18,,,,,,,,,,,,,,,,,,2019
Yodny Cajuste,OT,West Virginia,3,101,https://www.sports-reference.com/cfb/players/yodny-cajuste-1.html,77,312,,32.0,,,,,Big 12,4,2,5,1,6,1.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Deion Calhoun,OL,Mississippi State,0,0,https://www.sports-reference.com/cfb/players/deion-calhoun-1.html,74,310,5.07,26.0,28.5,105.0,7.46,4.62,SEC,2,2,3,1,4,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Parris Campbell,WR,Ohio State,2,59,https://www.sports-reference.com/cfb/players/parris-campbell-1.html,72,205,4.31,11.0,40.0,135.0,,4.03,Big Ten,43,4,,,,,,,,,,,,,,,,,,,,,143,1768,12.4,15,23,210,9.1,2,166,1978,11.9,17,,,,,,,,,,,,,,,,,,2019
Malik Carney,EDGE,North Carolina,0,0,https://www.sports-reference.com/cfb/players/malik-carney-1.html,74,251,4.73,25.0,33.0,113.0,7.4,,ACC,36,4,91,85,176,32.5,17.0,0,0,0,4,3,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Blake Cashman,LB,Minnesota,5,157,https://www.sports-reference.com/cfb/players/blake-cashman-1.html,73,237,4.5,18.0,37.5,124.0,6.95,4.12,Big Ten,36,4,116,67,183,31.0,12.0,0,0,0,6,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Hamp Cheevers,CB,Boston Col.,0,0,https://www.sports-reference.com/cfb/players/hamp-cheevers-1.html,69,169,4.52,8.0,39.0,122.0,6.96,4.25,ACC,17,2,35,20,55,2.5,0.0,9,178,1,10,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Demarcus Christmas,DL,Florida State,6,209,https://www.sports-reference.com/cfb/players/demarcus-christmas-1.html,75,294,5.08,22.0,25.5,101.0,8.13,5.07,ACC,44,5,49,57,106,11.5,3.5,0,0,0,13,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
L.J. Collier,DL,TCU,1,29,https://www.sports-reference.com/cfb/players/lj-collier-1.html,74,283,4.91,25.0,30.0,118.0,7.71,4.78,Big 12,33,4,44,38,82,20.5,14.5,1,-2,0,5,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Te'von Coney,LB,Notre Dame,0,0,https://www.sports-reference.com/cfb/players/tevon-coney-1.html,73,234,,,,,,,Ind,46,4,158,155,313,23.0,7.0,1,7,0,4,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Ryan Connelly,LB,Wisconsin,5,143,https://www.sports-reference.com/cfb/players/ryan-connelly-1.html,74,242,4.66,,34.5,118.0,7.09,4.31,Big Ten,44,4,159,92,251,29.0,6.0,2,17,0,5,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
C.J. Conrad,TE,Kentucky,0,0,https://www.sports-reference.com/cfb/players/cj-conrad-1.html,76,249,,,,,,,SEC,35,4,,,,,,,,,,,,,,,,,,,,,80,1015,12.7,12,0,0,,0,80,1015,12.7,12,,,,,,,,,,,,,,,,,,2019
Byron Cowart,DL,Maryland,5,159,https://www.sports-reference.com/cfb/players/byron-cowart-2.html,75,298,5.16,26.0,30.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Jonathan Crawford,S,Indiana,0,0,https://www.sports-reference.com/cfb/players/jonathan-crawford-1.html,73,205,,16.0,31.5,115.0,,,Big Ten,50,4,182,94,276,8.0,2.0,9,82,1,19,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Xavier Crawford,CB,Central Michigan,6,195,https://www.sports-reference.com/cfb/players/xavier-crawford-2.html,71,187,4.48,11.0,37.5,,,,Pac-12,28,3,18,6,24,3.0,0.0,1,0,0,12,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Maxx Crosby,DL,East. Michigan,4,106,https://www.sports-reference.com/cfb/players/maxx-crosby-1.html,77,255,4.66,,36.0,122.0,6.89,4.13,MAC,37,3,73,89,162,41.0,20.0,1,2,1,4,4,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Jamal Custis,WR,Syracuse,0,0,https://www.sports-reference.com/cfb/players/jamal-custis-1.html,76,214,4.5,,34.5,124.0,,,ACC,21,4,,,,,,,,,,,,,,,,,,,,,64,1048,16.4,8,2,-4,-2.0,0,66,1044,15.8,8,,,,,,,,,,,,,,,,,,2019
Dennis Daley,OT,South Carolina,6,212,https://www.sports-reference.com/cfb/players/dennis-daley-1.html,77,317,5.23,20.0,26.5,103.0,7.95,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Davante Davis,CB,Texas,0,0,https://www.sports-reference.com/cfb/players/davante-davis-1.html,74,202,4.57,14.0,37.0,125.0,6.76,4.15,Big 12,35,4,102,15,117,7.0,0.0,4,17,0,20,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Deshaun Davis,LB,Auburn,6,210,https://www.sports-reference.com/cfb/players/deshaun-davis-1.html,71,234,,25.0,31.0,111.0,,4.38,SEC,41,4,130,132,262,29.5,7.5,0,0,0,6,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Felton Davis,WR,Michigan State,0,0,https://www.sports-reference.com/cfb/players/felton-davis-iii-1.html,75,211,,21.0,,,,,Big Ten,24,4,,,,,,,,,,,,,,,,,,,,,100,1450,14.5,14,4,80,20.0,1,104,1530,14.7,15,,,,,,,,,,,,,,,,,,2019
Jamal Davis,EDGE,Akron,0,0,https://www.sports-reference.com/cfb/players/jamal-davis-ii-1.html,75,243,4.6,19.0,39.0,122.0,7.0,4.44,ACC,29,3,86,63,149,31.5,7.5,1,3,0,6,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Nate Davis,OL,Charlotte,3,82,https://www.sports-reference.com/cfb/players/nate-davis-4.html,75,316,5.23,23.0,26.0,107.0,7.94,4.83,CUSA,3,2,2,1,3,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Ryan Davis,WR,Auburn,0,0,https://www.sports-reference.com/cfb/players/ryan-davis-5.html,70,189,,12.0,35.0,124.0,7.09,4.23,SEC,39,4,,,,,,,,,,,,,,,,,,,,,178,1555,8.7,7,8,37,4.6,0,186,1592,8.6,7,,,,,,,,,,,,,,,,,,2019
Jamel Dean,CB,Auburn,3,94,https://www.sports-reference.com/cfb/players/jamel-dean-1.html,73,206,4.3,16.0,41.0,130.0,7.02,4.19,SEC,26,2,45,28,73,4.5,1.0,2,0,0,17,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Michael Deiter,OL,Wisconsin,3,78,https://www.sports-reference.com/cfb/players/michael-deiter-1.html,77,309,5.23,21.0,28.0,105.0,7.88,4.81,Big Ten,2,2,1,0,1,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Lukas Denis,S,Boston Col.,0,0,https://www.sports-reference.com/cfb/players/lukas-denis-1.html,71,190,4.64,16.0,33.5,116.0,6.89,4.09,ACC,30,3,82,57,139,1.0,0.5,9,244,1,16,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Andre Dillard,OT,Washington State,1,22,https://www.sports-reference.com/cfb/players/andre-dillard-1.html,77,315,4.96,24.0,29.0,118.0,7.44,4.4,Pac-12,2,2,1,1,2,0.0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
